标题,摘要,发布时间,链接
东方财富财经早餐 2月14日周五,【东方财富财经早餐 2月14日周五】1、美总统特朗普宣布对美贸易伙伴征收“对等关税”。2、央行：择机调整优化政策力度和节奏，保持流动性充裕。3、《哪吒2》票房突破100亿元，我国影史首部百亿元票房影片诞生。,2025-02-14 06:00:15,http://finance.eastmoney.com/a/202502143318783150.html
东方财富财经早餐 2月13日周四,【东方财富财经早餐 2月13日周四】1、深圳住房公积金新政即将落地？记者求证：目前正按规范性文件程序报审。2、美国不满对AI严格监管，外交部：反对将经贸科技问题政治化。 3、宇树科技人形机器人已从京东下架。,2025-02-13 06:00:21,http://finance.eastmoney.com/a/202502133317621980.html
东方财富财经早餐 2月12日周三,【东方财富财经早餐 2月12日周三】1、美国宣布对所有输美钢铝征收25%关税，3月12日生效。2、华为、上汽合作官宣倒计时：华为发布“尚界”注册公告、智选车团队已入驻。3、11部门联合发布：培育世界一流大型铜企业集团。,2025-02-12 06:00:12,http://finance.eastmoney.com/a/202502123316487275.html
东方财富财经早餐 2月11日周二,【东方财富财经早餐 2月11日周二】1、国常会：研究提振消费有关工作，促进“人工智能+消费”等。2、业界首个！豆包新模型搅动AI视觉。3、比亚迪全系车型搭载“天神之眼”高阶智驾，首批21款车型稍后上市。,2025-02-11 06:00:34,http://finance.eastmoney.com/a/202502103315253535.html
东方财富财经早餐 2月10日周一,【东方财富财经早餐 2月10日周一】1、证监会发布《关于资本市场做好金融“五篇大文章”的实施意见》。2、东风系、兵装系上市公司同日公告：控股股东正与其他国资央企筹划重组。3、比亚迪将于今日19:30在深圳总部召开智能化战略发布会。,2025-02-10 06:00:56,http://finance.eastmoney.com/a/202502093314244290.html
东方财富财经早餐 2月7日周五,【东方财富财经早餐 2月7日周五】1、六部门：规范供应链金融业务，引导供应链信息服务机构更好服务中小企业融资。2、德银：中国股票的“估值折价”将消失。3、因服务器资源紧张，DeepSeek已暂停API服务充值。,2025-02-07 06:00:02,http://finance.eastmoney.com/a/202502073312619425.html
东方财富财经早餐 2月6日周四,【东方财富财经早餐 2月6日周四】1、李强：要敢于打破常规推出可感可及的政策举措。2、特朗普称不急于同中国领导人通话，外交部：现在需要的是平等和相互尊重的对话。3、国办印发《关于推动成品油流通高质量发展的意见》。,2025-02-06 06:00:05,http://finance.eastmoney.com/a/202502063311419163.html
东方财富财经早餐 2月5日周三,【财经早餐】1、美国宣布对中国商品加征10%关税。2、国务院关税税则委员会：2月10日起对原产于美国的部分进口商品加征关税。3、造车新势力排名突变！小鹏汽车重回榜首。,2025-02-05 06:00:15,http://finance.eastmoney.com/a/202502043310299686.html
东方财富财经早餐 1月27日周一,【东方财富财经早餐 1月27日周一】1、国办印发《关于推动文化高质量发展的若干经济政策》。2、证监会印发《促进资本市场指数化投资高质量发展行动方案》。3、第二批长期股票投资试点获批，规模520亿元。,2025-01-27 06:00:01,http://finance.eastmoney.com/a/202501273308615066.html
东方财富财经早餐 1月24日周五,【东方财富财经早餐 1月24日周五】1、美方称或于2月1日开始对中国征收10%关税，商务部回应。2、沪深两市拟于2月4日开展系统连通性测试，保障节后交易运行。3、商务部：将稳步推进服务业开放，推动扩大电信、医疗、教育等领域开放试点。,2025-01-24 06:00:41,http://finance.eastmoney.com/a/202501243306662084.html
东方财富财经早餐 1月23日周四,【东方财富财经早餐 1月23日周四】1、六部门联合印发《关于推动中长期资金入市工作的实施方案》。2、国新办今日上午9时举行新闻发布会，证监会主席吴清出席。3、中共中央、国务院印发《乡村全面振兴规划（2024－2027年）》。,2025-01-23 06:00:53,http://finance.eastmoney.com/a/202501233305273986.html
东方财富财经早餐 1月22日周三,【财经早餐】1、特朗普称将针对中国贸易行为进行调查，中方回应。2、机器人大潮将起，全国首个异构人形机器人训练场正式启用。3、海通证券：公司A股股票自2月6日起连续停牌直至终止上市。,2025-01-22 06:00:58,http://finance.eastmoney.com/a/202501213303851761.html
东方财富财经早餐 1月21日周二,【财经早餐】1、习近平：2025年要实施更加积极有为的宏观政策，推动高水平科技自立自强。2、李强：要实施更加积极的财政政策和适度宽松的货币政策，培育更多经济新增长点。3、特朗普称希望在上任100天内访华，外交部回应。,2025-01-21 06:00:39,http://finance.eastmoney.com/a/202501203302489895.html
东方财富财经早餐 1月20日周一,【财经早餐】1、李强主持召开国务院常务会议，研究促进就业有关政策措施。2、中共中央、国务院印发《教育强国建设规划纲要（2024—2035年）》。3、TikTok发布声明：正在恢复对美国用户的服务。,2025-01-20 06:00:36,http://finance.eastmoney.com/a/202501203301408857.html
东方财富财经早餐 1月17日周五,【财经早餐】1、美成熟制程芯片低价冲击国内市场，商务部：将依法启动调查。2、是否会在战略资源领域增列两用物项并加强出口管制？商务部回应。3、英伟达或推CPO交换机新品，8月有望量产，产业链正积极整备。,2025-01-17 06:00:34,http://finance.eastmoney.com/a/202501163299609245.html
东方财富财经早餐 1月16日周四,【财经早餐】1、国务院：规范中介机构为公司公开发行股票提供服务行为。2、多部门明确手机、平板、智能手表（手环）补贴品种和补贴标准，买手机最高补500元。3、美国计划进一步管控先进芯片进入中国，外交部回应。,2025-01-16 06:00:30,http://finance.eastmoney.com/a/202501153298336037.html
东方财富财经早餐 1月15日周三,【财经早餐】1、央行：下阶段宏观经济政策将进一步强化逆周期调节，择机调整优化政策力度和节奏。2、央行：2024年全年新增信贷18.09万亿元，M2余额同比增长7.3%。3、上交所：用5年左右时间培育一支自觉践行理性投资、价值投资、长期投资理念的机构投资者队伍。,2025-01-15 06:00:48,http://finance.eastmoney.com/a/202501143297106055.html
东方财富财经早餐 1月14日周二,【财经早餐】1、国办印发《关于进一步培育新增长点繁荣文化和旅游消费的若干措施》。2、证监会明确2025年工作重点，及时回应市场关切，进一步稳定市场预期。3、美国发布人工智能出口管制措施，中国商务部：坚决反对，将采取必要措施维护自身正当权益。,2025-01-14 06:00:30,http://finance.eastmoney.com/a/202501143295598642.html
东方财富财经早餐 1月13日周一,【财经早餐】1、财政部：2025年财政政策非常积极，较大幅度增加赤字规模，全方位扩大国内需求。2、金融监管总局：引导保险、理财资金支持资本市场平稳健康发展。3、全国商务工作会议召开：推进提振消费专项行动，加力扩围实施消费品以旧换新。,2025-01-13 06:00:16,http://finance.eastmoney.com/a/202501133294415029.html
东方财富财经早餐 1月10日周五,【财经早餐】1、马斯克透露特斯拉的布局：机器人扩产百倍、自动驾驶“胜过人类”。2、高盛公司上调多家中国银行股评级。3、标普消费ETF出现较大幅度溢价，1月10日起停牌。,2025-01-10 06:00:02,http://finance.eastmoney.com/a/202501093292717958.html
东方财富财经早餐 1月9日周四,【财经早餐】1、上交所：将于1月20日正式发布上证科创板综合指数。2、媒体：特朗普考虑宣布国家经济紧急状态，以推出新的关税计划。3、国资委：要大力发展人工智能，加快建立适应人工智能发展的体制机制。,2025-01-09 06:00:02,http://finance.eastmoney.com/a/202501083291524751.html
东方财富财经早餐 1月8日周三,【财经早餐】1、国务院办公厅印发《关于促进政府投资基金高质量发展的指导意见》。2、中共中央、国务院发布关于深化养老服务改革发展的意见。3、中金所对高频交易出手：不得对交易所认定的高频交易者进行手续费减收。,2025-01-08 06:00:45,http://finance.eastmoney.com/a/202501073290249733.html
东方财富财经早餐 1月7日周二,【财经早餐】1、特朗普：仅针对关键进口商品实施普遍关税的报道不实。2、财政部：延长设备更新贷款财政贴息政策实施期限。3、四部门：企业不得通过随意调整收入确认方法提早、推迟确认收入或平滑收入。,2025-01-07 06:00:17,http://finance.eastmoney.com/a/202501073288954725.html
东方财富财经早餐 1月6日周一,【财经早餐】1、国务院常务会议研究推进城市更新工作。2、沪深交易所召开外资机构座谈会，就近期A股市场形势听取意见建议。3、央行：根据国内外经济金融形势和金融市场运行情况，择机降准降息，维护资本市场稳定运行。,2025-01-06 06:00:15,http://finance.eastmoney.com/a/202501063287780313.html
东方财富财经早餐 1月3日周五,【财经早餐】1、李强：从头抓紧推动各项工作落地见效，努力实现今年经济发展良好开局。2、证监会：“1月15号之前释放全部利空”、“保险公司大额赎回公募基金”均为谣言。3、商务部：将28家美国实体列入出口管制管控名单。,2025-01-03 06:00:42,http://finance.eastmoney.com/a/202501023285810917.html
东方财富财经早餐 1月2日周四,【财经早餐】1、三部门发布《实施弹性退休制度暂行办法》。2、央行将于近期开展第二次证券、基金、保险公司互换便利操作。3、最高法、证监会明确审理上市公司破产重整案件相关问题。,2025-01-02 06:00:03,http://finance.eastmoney.com/a/202501023284662031.html
东方财富财经早餐 12月31日周二,【财经早餐】1、六部门印发《关于促进数据产业高质量发展的指导意见》。2、交易商协会召开座谈会，机构建议从重打击资本市场编造、传播虚假信息的“小作文”。3、工信部5G+工业互联网升级版实施方案出炉：到2027年建设1万个5G工厂。,2024-12-31 06:00:33,http://finance.eastmoney.com/a/202412313283148871.html
东方财富财经早餐 12月30日周一,【财经早餐】1、央行：实施好适度宽松的货币政策，保持流动性充裕。2、沪深交易所：免收上市公司2025年上市初费和上市年费。3、证监会完善新《公司法》配套制度规则，明确过渡期安排。,2024-12-30 06:00:43,http://finance.eastmoney.com/a/202412293281979958.html
东方财富财经早餐 12月27日周五,【财经早餐】1、国家统计局：修订后的2023年GDP比初步核算数增加33690亿元。2、最高人民法院：依法惩治资本市场违法犯罪行为，加强中小投资者合法权益保护。3、深圳发布《深圳市低空经济标准体系建设指南(V1.0)》。,2024-12-27 06:00:37,http://finance.eastmoney.com/a/202412273280398271.html
东方财富财经早餐 12月26日周四,【财经早餐】1、国办：扩大专项债券投向领域和用作项目资本金范围。2、国家数据局等五部门：适度超前布局数据流通利用基础设施。3、*ST卓朗：公司将被实施重大违法强制退市，今起停牌。,2024-12-26 06:00:13,http://finance.eastmoney.com/a/202412263279213376.html
东方财富财经早餐 12月25日周三,【财经早餐】1、国常会：要发挥好中介机构资本市场“看门人”作用，促进资本市场健康稳定发展。2、国务院国资委：树牢科学市值管理理念，加大力度推进战略性重组和专业化整合。3、上海：支持在脑科学与脑机接口、计算生物学等医学前沿领域的创新探索。,2024-12-25 06:00:53,http://finance.eastmoney.com/a/202412243277850642.html
东方财富财经早餐 12月24日周二,【财经早餐】1、中办、国办发布关于加快建设统一开放的交通运输市场的意见。2、网传36家公司将被退市、66家公司将被实施退市风险警示，证监会回应。3、商务部新闻发言人就美对中国芯片产业相关政策发起301调查发表谈话。,2024-12-24 06:00:38,http://finance.eastmoney.com/a/202412233276570548.html
东方财富财经早餐 12月23日周一,【财经早餐】1、李强：大力开展基础研究和共性关键技术研究，加强算力等新型基础设施布局建设。2、商务部：正与有关方面一道，抓紧制定明年“两新”相关政策。3、证监会：支持更多投资者拿起法律武器，追究违法违规者的民事损害赔偿责任。,2024-12-23 06:00:59,http://finance.eastmoney.com/a/202412223275228223.html
东方财富财经早餐 12月20日周五,【财经早餐】1、国务院研究室：明年要实施更加积极的财政政策，其中“更加积极”主要体现在三个方面。2、字节跳动：市场出现炒作“豆包概念股”现象，投资者勿轻信市场传言。3、商务部：加快出台推进首发经济的政策文件。,2024-12-20 06:00:48,http://finance.eastmoney.com/a/202412203273650480.html
东方财富财经早餐 12月19日周四,【财经早餐】1、美联储宣布降息25个基点，鲍威尔称美联储正处于或接近放缓降息的时刻。2、中央农村工作会议在京召开，习近平对做好“三农”工作作出重要指示。3、深圳市工业和信息化局印发《深圳市打造人工智能先锋城市的若干措施》。,2024-12-19 06:00:43,http://finance.eastmoney.com/a/202412193272425349.html
东方财富财经早餐 12月17日周二,【财经早餐】1、国常会研究促进政府投资基金高质量发展政策举措：发展壮大长期资本、耐心资本。2、央行：实施好适度宽松的货币政策，适时降准降息。3、美方宣布对自中国进口的钨制品、多晶硅等产品加征301关税，商务部回应。,2024-12-17 06:00:51,http://finance.eastmoney.com/a/202412163269664731.html
东方财富财经早餐 12月16日周一,【财经早餐】1、证监会：坚决落实“稳住楼市股市”重要要求，切实维护资本市场稳定。2、深证成指、创业板指、深证100等指数样本股今日调整。3、前11个月新增信贷17.1万亿，社融增量29.4万亿。,2024-12-16 06:00:41,http://finance.eastmoney.com/a/202412163268653774.html
东方财富财经早餐 12月13日周五,【财经早餐】1、中央经济工作会议：实施更加积极有为的宏观政策，稳住楼市股市。2、将国债、指数基金纳入产品范围，个人养老金制度15日起在全国实施。3、英伟达中国：断供传闻不实，中国是重要市场。,2024-12-13 06:00:48,http://finance.eastmoney.com/a/202412123267019852.html
东方财富财经早餐 12月12日周四,【财经早餐】1、国家网信办集中整治网上金融信息乱象。2、香港特区立法会通过《2024年印花税法例（杂项修订）条例草案》。3、两部门：2027年底前教育系统软件全面使用正版操作系统软件。,2024-12-12 06:00:15,http://finance.eastmoney.com/a/202412113265789188.html
东方财富财经早餐 12月11日周三,【财经早餐】1、习近平：中方有充分信心实现今年经济增长目标，继续发挥世界经济增长最大引擎作用。2、未来三年并购激活两万亿资产！上海并购重组行动方案公布。3、特鲁多：若特朗普决定对加拿大征收关税，加方将“报复”。,2024-12-11 06:00:16,http://finance.eastmoney.com/a/202412103264504849.html
东方财富财经早餐 12月10日周二,【财经早餐】1、政治局会议定调2025年经济工作，实施更加积极有为的宏观政策，稳住楼市股市。2、英伟达涉嫌违反反垄断法，市场监管总局依法决定立案调查。3、乘联会：11月新能源乘用车国内零售销量达到126.8万辆，同比增长50.5%。,2024-12-10 06:00:05,http://finance.eastmoney.com/a/202412103263279511.html
东方财富财经早餐 12月9日周一,【财经早餐】1、李强主持召开国务院常务会议，听取推动高质量发展综合督查情况汇报。2、金融监管总局印发《强监管防风险促改革推动财险业高质量发展行动方案》。3、美国国防授权法案最终协议文本公布，生物安全法案未被列入。,2024-12-09 06:00:02,http://finance.eastmoney.com/a/202412093262219564.html
东方财富财经早餐 12月6日周五,【财经早餐】1、中办、国办发布关于推进新型城市基础设施建设打造韧性城市的意见。2、财政部征求意见：在政府采购中，给予本国产品相对于非本国产品20%的价格评审优惠。3、监管调整回购增持专项贷细则，融资比例从最高70%提升到90%。,2024-12-06 06:00:27,http://finance.eastmoney.com/a/202412053260552461.html
东方财富财经早餐 12月5日周四,【财经早餐】1、何立峰：中国欢迎美资企业深化对华合作，推动中美关系健康发展。2、美国作出晶体硅光伏电池反倾销初裁。3、日本或放宽对中国公民签证要求。,2024-12-05 06:00:14,http://finance.eastmoney.com/a/202412043259331259.html
东方财富财经早餐 12月4日周三,【财经早餐】1、韩国总统尹锡悦宣布解除紧急戒严令。2、四大行业协会齐发声，审慎选择采购美国芯片。3、商务部：禁止两用物项对美国军事用户或军事用途出口。,2024-12-04 06:00:34,http://finance.eastmoney.com/a/202412043258133751.html
东方财富财经早餐 12月3日周二,【财经早餐】1、潘功胜：明年将继续坚持支持性的货币政策立场和政策取向。2、两部门发文，支持中央企业发起设立创业投资基金。3、央行决定自统计2025年1月份数据起启用新修订的狭义货币（M1）统计口径。,2024-12-03 06:00:54,http://finance.eastmoney.com/a/202412033256894055.html
东方财富财经早餐 12月2日周一,【财经早餐】1、市场利率定价自律机制工作会议召开：存款利率不得违规手工补息。2、国家统计局：十一月制造业PMI为50.3%。3、最高271.28%，美国出手拟对东南亚四国光伏产品征收反倾销税。4、国家卫健委等四部门：9地允许试点设立外商独资医院。,2024-12-02 06:00:03,http://finance.eastmoney.com/a/202412023255756335.html
东方财富财经早餐 11月29日周五,【财经早餐】1、中办、国办发布关于数字贸易改革创新发展的意见。2、报道称拜登政府最早将于本周公布新的对华出口限制，商务部回应。3、摩根资产管理：未来10-15年中国股票年化回报率美元计为7.8%。,2024-11-29 06:00:48,http://finance.eastmoney.com/a/202411283254025656.html
东方财富财经早餐 11月28日周四,【财经早餐】1、中办、国办印发《有效降低全社会物流成本行动方案》。2、深圳推出并购重组14条：三年并购重组项目数突破100单、交易总价值突破300亿。3、央行等七部门联合印发《推动数字金融高质量发展行动方案》。,2024-11-28 06:00:49,http://finance.eastmoney.com/a/202411283252813055.html
东方财富财经早餐 11月27日周三,【财经早餐】1、特朗普称美方将对所有中国进口商品加征10%关税，外交部回应。2、深交所制定创业板IPO审核指南，涉及9个细分行业。3、华为Mate70系列售价公布，起售价5499元。,2024-11-27 06:00:54,http://finance.eastmoney.com/a/202411273251422432.html
东方财富财经早餐 11月26日周二,【财经早餐】1、九部门联合召开科技创新和技术改造贷款工作推进会议。2、十二部门印发《5G规模化应用“扬帆”行动升级方案》。3、两融业务示范性文件将出台，重点盯防绕标套现等。,2024-11-26 06:00:48,http://finance.eastmoney.com/a/202411263250147253.html
东方财富财经早餐 11月25日周一,【财经早餐】1、国常会研究推动平台经济健康发展有关工作。2、外交部：中方决定扩大免签国家范围，对日本等国试行免签政策。3、四部门：严禁利用算法实施大数据“杀熟”，深入整治“信息茧房”等问题。,2024-11-25 06:00:22,http://finance.eastmoney.com/a/202411243248921084.html
东方财富财经早餐 11月22日周五,【财经早餐】1、商务部印发促进外贸稳定增长若干政策措施。2、国资委：要推动中央企业穿越经济周期，支持企业开启增长的“第二曲线”。3、工信部部长金壮龙：要持续加大研发投入，聚焦算力、模型、数据，夯实关键技术底座。,2024-11-22 06:00:09,http://finance.eastmoney.com/a/202411223247092956.html
东方财富财经早餐 11月21日周四,【财经早餐】1、工信部：引导光伏企业减少单纯扩大产能的光伏制造项目。2、英伟达：第三季度营收351亿美元，调整后每股收益0.81美元。3、国泰君安、海通证券：重大资产重组获上海国资委批复。4、11月国产网络游戏审批信息公布，112款游戏获批。,2024-11-21 06:00:50,http://finance.eastmoney.com/a/202411213245855515.html
东方财富财经早餐 11月20日周三,【财经早餐】1、吴清：加快推动新一轮全面深化资本市场改革开放，将推出更多务实的举措。2、证监会：打击财务造假，今年前10个月罚没款金额110亿元。 3、深圳取消普通住房和非普通住房标准。,2024-11-20 06:00:34,http://finance.eastmoney.com/a/202411203244579165.html
东方财富财经早餐 11月19日周二,【财经早餐】1、李强：着力推进好房子建设，更好满足人民群众高品质居住需求。2、财政部已将6万亿元债务限额下达各地！部分省份已经启动发行工作。3、上海、北京：取消普通住房和非普通住房标准。,2024-11-19 06:00:49,http://finance.eastmoney.com/a/202411183243207229.html
东方财富财经早餐 11月18日周一,【东方财富财经早餐 11月18日周一】1、习近平同美国总统拜登在利马举行会晤。2、《求是》杂志发表习近平总书记重要文章《以人口高质量发展支撑中国式现代化》。3、误读！股价异动按交易所规则披露，市值管理指引不作单独要求。,2024-11-18 06:00:36,http://finance.eastmoney.com/a/202411173241825960.html
东方财富财经早餐 11月15日周五,【财经早餐】1、李强签署国务院令，公布修订后的《国家自然科学基金条例》。2、6G推进组组长：明年6月会启动6G技术标准研究。3、数字中国建设工作推进会议召开：推动出台数据产业高质量发展等政策文件。,2024-11-15 06:00:39,http://finance.eastmoney.com/a/202411153240130190.html
东方财富财经早餐 11月14日周四,【财经早餐】1、住房交易税收新政，三部委官宣购买140平以下房产契税降到1%。2、全球6G创新发展合作倡议发布，将共同制定全球统一6G标准。3、三部门发布关于推动饲草产业高质量发展的意见。,2024-11-14 06:00:03,http://finance.eastmoney.com/a/202411143238772639.html
东方财富财经早餐 11月13日周三,【财经早餐】1、2025年放假安排来了，春节和劳动节各增1天。2、张国清：推动国企进一步突出主业、聚焦实业，当好长期资本、耐心资本、战略资本。3、医保基金预付新政出炉，帮助定点医疗机构缓解医疗费用垫支压力。,2024-11-13 06:00:24,http://finance.eastmoney.com/a/202411123237445484.html
东方财富财经早餐 11月12日周二,【财经早餐】1、潘功胜：完善应对股票市场异常波动等政策工具，维护金融市场平稳健康运行。2、央行：前十个月新增信贷16.52万亿元，社融增量27.06万亿，10月末M2同比增长7.5%。3、美众院共和党人推动取消中国永久正常贸易关系地位，外交部：妄图开历史倒车。,2024-11-12 06:00:20,http://finance.eastmoney.com/a/202411113236043435.html
东方财富财经早餐 11月11日周一,【财经早餐】1、财政部部长蓝佛安：今年起直接增加地方化债资源10万亿元。2、国常会审议通过《关于促进外贸稳定增长的若干政策措施》。3、7连板浩欧博今起停牌核查！预计停牌时间不超过3个交易日。,2024-11-11 06:00:50,http://finance.eastmoney.com/a/202411103234805474.html
东方财富财经早餐 11月8日周五,【财经早餐】1、美联储宣布降息25个基点，鲍威尔称可能有必要放缓降息步伐。2、证监会副主席李明：落实好资本市场改革开放举措，提升A股投资价值。3、西部证券：拟收购国融证券64.5961%股份，总价约为38.25亿元。,2024-11-08 06:00:00,http://finance.eastmoney.com/a/202411083233044693.html
东方财富财经早餐 11月7日周四,【财经早餐】1、特朗普宣布在2024年美国总统选举中获胜。2、工信部对新型储能制造业高质量发展行动方案公开征求意见。3、中国银行已下发通知：广州新增房贷利率不得低于3%。,2024-11-07 06:00:40,http://finance.eastmoney.com/a/202411063231504082.html
东方财富财经早餐 11月6日周三,【财经早餐】1、李强出席第七届中国国际进口博览会开幕式并发表主旨演讲。2、央行行长潘功胜：加大货币政策逆周期调节力度。3、中国多个地区相继出台支持低空经济高质量发展的政策措施。,2024-11-06 06:00:55,http://finance.eastmoney.com/a/202411053230012668.html
东方财富财经早餐 11月5日周二,【财经早餐】1、全国人大常委会审议增加地方政府债务限额置换存量隐性债务的议案。2、国资委：确保中央企业全年改革发展目标任务圆满完成。3、中国股市回购金额首超股权融资，融资市转型投资市迈出关键一步。,2024-11-05 06:00:20,http://finance.eastmoney.com/a/202411053228604362.html
东方财富财经早餐 11月4日周一,【财经早餐】1、六部门：允许外国自然人战略投资，持股锁定最少12个月。2、上交所：始终对各类“借重组之名、行套利之实”的不当并购交易高度关注、从严监管。3、14家券商获准试点参与“跨境理财通”。,2024-11-04 06:00:11,http://finance.eastmoney.com/a/202411043227366745.html
东方财富财经早餐 11月1日周五,【财经早餐】1、《求是》杂志发表习近平总书记重要文章《促进高质量充分就业》。2、央行：10月开展了5000亿元买断式逆回购操作。3、任正非：世界走向人工智能的潮流不可阻挡。,2024-11-01 06:00:16,http://finance.eastmoney.com/a/202410313225146048.html
东方财富财经早餐 10月31日周四,【财经早餐】1、国家发展改革委等六部门：大力实施可再生能源替代行动。2、深交所召开创业板高质量发展座谈会：深入落实“并购六条”，推动一批典型案例落地。3、工信部、财政部、国家数据局联合部署建设新材料大数据中心。,2024-10-31 06:00:04,http://finance.eastmoney.com/a/202410313223659668.html
东方财富财经早餐 10月30日周三,【财经早餐】1、美方发布对华投资限制规则，外交部：强烈不满，已提出交涉。2、欧盟决定对中国电动汽车征收为期五年的最终反补贴税。3、国家发改委黄汉权：抓住当前预期回稳、信心增强的窗口期，推出有力度、超常规政策组合拳。,2024-10-30 06:00:29,http://finance.eastmoney.com/a/202410303222008440.html
东方财富财经早餐 10月29日周二,【财经早餐】1、国务院发布一系列生育支持措施，推动建设生育友好型社会。2、央行决定启用公开市场买断式逆回购操作工具。3、美国制裁多家中国实体，中方称将采取必要措施。4、中小银行长期限存款利率已全面跌破“2字头”。,2024-10-29 06:00:25,http://finance.eastmoney.com/a/202410293220194987.html
东方财富财经早餐 10月28日周一,【财经早餐】1、十四届全国人大常委会第十二次会议11月4日至8日将举行。2、财政部副部长廖岷：中国有信心实现全年5%左右经济增长目标。3、日均赚2.22亿元！贵州茅台前三季净利增15.04%。,2024-10-28 06:00:36,http://finance.eastmoney.com/a/202410273218702169.html
东方财富财经早餐 10月25日周五,"【财经早餐】1、国家发改委：向民企进一步开放国家重大科研基础设施。2、深圳：支持国资基金大胆试错，发挥好财政资金的杠杆放大作用。3、六部门：符合要求的再生铜铝原料不属于固体废物,可自由进口。4、特斯拉股价大涨近22%，市值增加约1500亿美元。",2024-10-25 06:01:06,http://finance.eastmoney.com/a/202410253216821395.html
东方财富财经早餐 10月24日周四,【财经早餐】1、工信部：培育壮大低空经济、商业航天、生物制造等新产业新赛道。2、金融监管总局：进一步扩大商业养老金业务试点。3、国资委：超前布局、梯次培育量子科技、核聚变、生物制造、6G等未来产业。4、特斯拉第三财季调整后每股收益高于预期，有望在2025年发布经适型车型。,2024-10-24 06:00:36,http://finance.eastmoney.com/a/202410243215432649.html
东方财富财经早餐 10月23日周三,【财经早餐】1、社科院金融所报告建议：发行2万亿元特别国债支持设立股市平准基金。2、发改委：近一半增量政策已出台实施，还有一批政策在路上。3、我国首个国产移动操作系统，华为原生鸿蒙操作系统正式发布。,2024-10-23 06:00:53,http://finance.eastmoney.com/a/202410233214082270.html
东方财富财经早餐 10月22日周二,【财经早餐】1、中共中央、国务院发布关于深化产业工人队伍建设改革的意见。2、央行开展证券、基金、保险公司互换便利首次操作，本次操作金额500亿元。3、广东：力争到2030年取得10项以上光芯片领域关键核心技术突破。,2024-10-22 06:00:36,http://finance.eastmoney.com/a/202410213212641489.html
东方财富财经早餐 10月21日周一,【财经早餐】1、习近平对国家级经济技术开发区工作作出重要指示。2、新一期LPR即将披露，预计将下调。3、回购增持贷款首批案例落地！23家A股公司率先行动。,2024-10-21 06:00:23,http://finance.eastmoney.com/a/202410203211413935.html
东方财富财经早餐 10月18日周五,【财经早餐】1、国务院副总理丁薛祥：加力提效实施存量政策和一揽子增量政策。2、今年第二轮存款利率下调即将落地。3、新一轮人口家庭发展状况抽样调查启动：将全面分析不想生、不敢生原因。,2024-10-18 06:00:29,http://finance.eastmoney.com/a/202410183209429079.html
东方财富财经早餐 10月17日周四,【财经早餐】1、网传拆迁户拿17套房、还有人获千万赔偿款，成都辟谣。2、央行、科技部联合印发《关于做好重点地区科技金融服务的通知》。3、天津：取消住房限购限售，不再限价，取消普通非普通房标准。,2024-10-17 06:00:18,http://finance.eastmoney.com/a/202410173208222555.html
东方财富财经早餐 10月16日周三,【财经早餐】1、国新办10月17日将就促进房地产市场平稳健康发展有关情况举行发布会。2、首批中证A500ETF首日累计成交金额突破百亿元。3、英伟达突传加单1亿美金，份额大超此前预期。,2024-10-16 06:00:44,http://finance.eastmoney.com/a/202410153206954934.html
东方财富财经早餐 10月15日周二,【财经早餐】1、央行：前三季度新增信贷16.02万亿，社融增量累计为25.66万亿。2、工信部：四季度将会同相关部门再推出一批促消费、扩内需的举措。3、国有大行就回购增持再贷款业务征求意见，预计月底推出内部细则。,2024-10-15 06:00:32,http://finance.eastmoney.com/a/202410143205696136.html
东方财富财经早餐 10月14日周一,【财经早餐】1、财政部重磅发布一揽子增量政策，其他政策工具正在研究中。2、证监会等部门：研究股指期货、国债期货纳入特定品种对外开放。3、涉思尔芯IPO项目未勤勉尽责，中金公司被立案调查。,2024-10-14 06:00:25,http://finance.eastmoney.com/a/202410133204452681.html
东方财富财经早餐 10月11日周五,【财经早餐】1、民营经济促进法草案向社会公开征求意见。2、多家银行发布公告，存量房贷利率统一降至LPR-30BP。3、多措并举活跃并购重组市场，上交所再次举办券商座谈会。,2024-10-11 06:00:23,http://finance.eastmoney.com/a/202410113202326765.html
东方财富财经早餐 10月10日周四,【财经早餐】1、中央层面首次系统部署，加快公共数据资源开发利用。2、中欧将继续就电动汽车反补贴案磋商。3、国泰君安、海通证券重大资产重组预案披露，今日复牌。,2024-10-10 06:00:14,http://finance.eastmoney.com/a/202410093200659914.html
东方财富财经早餐 10月9日周三,【财经早餐】1、李强主持召开经济形势专家和企业家座谈会：抓紧落实好一揽子增量政策。2、国家发改委：努力提振资本市场，各项政策正加快推出。3、团伙式作案、全链条造假、恶意对抗调查，国家医保局通报无锡虹桥医院调查情况。,2024-10-09 06:00:40,http://finance.eastmoney.com/a/202410083198810684.html
东方财富财经早餐 10月8日周二,【财经早餐】1、国新办今日将举行新闻发布会，介绍系统落实一揽子增量政策有关情况。2、上交所发布《关于延长接受指定交易申报指令时间的通知》，今起实施。3、券商IT再扩容，监管要求重要指标要达到历史峰值三倍以上。,2024-10-08 06:00:56,http://finance.eastmoney.com/a/202410073197316837.html
