债券代码,债券名称,正股代码,正股名称,债券评级,申购日期,发行规模(亿),网上发行中签率(%),上市日期,到期日期,期限(年),利率说明
128132,交建转债,002941,新疆交建,AA,2020-09-15 00:00:00,8.5,0.0070094297,2020-10-16 00:00:00,2025-09-23 00:00:00,5.0247,"第一年0.4%,第二年0.6%,第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。"
128131,崇达转2,002815,崇达技术,AA,2020-09-07 00:00:00,14.0,0.002532756,2020-09-28 00:00:00,2025-09-17 00:00:00,5.0301,第一年0.30%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123065,宝莱转债,300246,宝莱特,AA-,2020-09-04 00:00:00,2.19,0.000719054,2020-09-24 00:00:00,2026-09-04 00:00:00,6,第一年为0.4%、第二年为0.7%、第三年为1.0%、第四年为1.8%、第五年为2.5%、第六年为3.5%。
123064,万孚转债,300482,万孚生物,AA,2020-09-01 00:00:00,6.0,0.0026141902,2020-09-23 00:00:00,2026-09-01 00:00:00,6,"第一年0.3%,第二年0.5%,第三年1.0%,第四年1.5%,第五年1.8%,第六年2.0%。"
128130,景兴转债,002067,景兴纸业,AA,2020-08-31 00:00:00,12.8,0.0073651176,2020-09-18 00:00:00,2026-08-31 00:00:00,6,"票面利率:第一年为0.3%,第二年为0.5%,第三年为1.0%,第四年为1.5%,第五年为1.8%,第六年为2.0%。"
128129,青农转债,002958,青农商行,AAA,2020-08-25 00:00:00,50.0,0.0218393992,2020-09-18 00:00:00,2026-08-25 00:00:00,6,票面利率:第一年0.20%、第二年0.40%、第三年0.80%、第四年1.20%、第五年1.60%、第六年2.00%。
113039,嘉泽转债,601619,嘉泽新能,AA,2020-08-24 00:00:00,13.0,0.00361073,2020-09-17 00:00:00,2026-08-24 00:00:00,6,"第一年0.3%,第二年0.5%,第三年1.0%,第四年1.5%,第五年1.8%,第六年2.0%。"
113602,景20转债,603228,景旺电子,AA,2020-08-24 00:00:00,17.8,0.00293701,2020-09-22 00:00:00,2024-08-13 00:00:00,3.9727,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113601,塞力转债,603716,塞力医疗,BB+,2020-08-21 00:00:00,5.4331,0.00216291,2020-09-15 00:00:00,2026-08-21 00:00:00,6,"本次发行的可转换公司债券的票面利率为:第一年0.50%,第二年0.80%,第三年1.00%,第四年1.50%,第五年2.50%,第六年3.00%。"
128127,文科转债,002775,文科股份,A-,2020-08-20 00:00:00,9.5,0.0025740545,2020-09-11 00:00:00,2026-08-20 00:00:00,6,"第一年为0.5%,第二年为0.8%,第三年为1.0%,第四年为1.5%,第五年为2.5%,第六年为3.5%。"
128128,齐翔转2,002408,齐翔腾达,AA,2020-08-20 00:00:00,29.9,0.0085402882,2020-09-15 00:00:00,2026-08-20 00:00:00,6,第一年为0.3%、第二年为0.6%、第三年为1.0%、第四年为1.5%、第五年为1.9%、第六年为2.0%。
110074,精达转债,600577,精达股份,AA,2020-08-19 00:00:00,7.87,0.00377463,2020-09-21 00:00:00,2026-08-19 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
404004,汇车退债,400245,R汇车1,A,2020-08-18 00:00:00,33.7,0.02625184,2024-11-01 00:00:00,2026-08-18 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
110072,广汇转债,600297,广汇汽车,AA-,2020-08-18 00:00:00,33.7,0.02625184,2020-09-15 00:00:00,2026-08-18 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
113600,新星转债,603978,深圳新星,A-,2020-08-13 00:00:00,5.95,0.0018836,2020-09-11 00:00:00,2024-11-21 00:00:00,4.2767,第一年0.4%、第二年0.6%、第三年1%、第四年1.5%、第五年2.5%、第六年3%。
127021,特发转2,000070,ST特信,AA,2020-08-07 00:00:00,5.5,0.0023755027,2020-09-04 00:00:00,2023-05-11 00:00:00,2.7589,"第一年为0.3%,第二年为0.5%,第三年为1.0%,第四年为1.5%,第五年为1.8%。"
128126,赣锋转2,002460,赣锋锂业,AA,2020-08-06 00:00:00,21.08,0.0098998169,2020-09-08 00:00:00,2021-05-12 00:00:00,0.7644,第一年0.3%、第二年0.5%、第三年0.8%、第四年1.0%、第五年1.5%、第六年1.8%。
113599,嘉友转债,603871,嘉友国际,AA-,2020-08-05 00:00:00,7.2,0.00088457,2020-09-07 00:00:00,2022-07-26 00:00:00,1.9726,票面利率:第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
113598,法兰转债,603966,法兰泰克,AA-,2020-07-31 00:00:00,3.3,0.00066859,2020-08-25 00:00:00,2025-06-20 00:00:00,4.8904,"票面利率:第一年0.4%,第二年0.8%,第三年1.0%,第四年1.5%,第五年2.5%,第六年3.0%。"
113038,隆20转债,601012,隆基绿能,AAA,2020-07-31 00:00:00,50.0,0.01172791,2020-09-08 00:00:00,2021-03-31 00:00:00,0.6658,票面利率:第一年为0.3%、第二年为0.4%、第三年为0.8%、第四年为1.5%、第五年为1.8%、第六年为2%。
128125,华阳转债,002949,华阳国际,AA-,2020-07-30 00:00:00,4.5,0.0012829198,2020-08-21 00:00:00,2026-07-30 00:00:00,6,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%。到期赎回价为113元(含最后一期利息)。
113597,佳力转债,603912,佳力图,AA-,2020-07-30 00:00:00,3.0,0.00189504,2020-08-21 00:00:00,2026-07-30 00:00:00,6,票面利率:第一年0.50%、第二年0.70%、第三年1.00%、第四年1.80%、第五年2.50%、第六年3.00%。
123063,大禹转债,300021,大禹节水,AA-,2020-07-28 00:00:00,6.38,0.0026991037,2020-08-20 00:00:00,2025-08-21 00:00:00,5.0685,"票面利率:第一年为0.4%,第二年为0.6%,第三年为1.2%,第四年为1.8%,第五年为2.5%,第六年为3.0%。"
128124,科华转债,002022,科华生物,A+,2020-07-28 00:00:00,7.38,0.0039375532,2020-08-20 00:00:00,2026-07-28 00:00:00,6,第一年0.30%、第二年0.50%、第三年0.80%、第四年1.20%、第五年1.50%、第六年2.00%。
113596,城地转债,603887,城地香江,BBB,2020-07-28 00:00:00,12.0,0.00228593,2020-08-20 00:00:00,2024-12-18 00:00:00,4.3945,票面利率:第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%。
128123,国光转债,002749,国光股份,AA-,2020-07-27 00:00:00,3.2,0.0004045176,2020-08-19 00:00:00,2024-07-08 00:00:00,3.9507,本次发行的可转债票面利率设定为:第一年0.50%、第二年0.70%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
123062,三超转债,300554,三超新材,A,2020-07-27 00:00:00,1.95,0.0006112477,2020-08-17 00:00:00,2022-09-15 00:00:00,2.137,票面利率:第一年为0.5%、第二年为0.7%、第三年为1.0%、第四年为2.0%、第五年为2.5%、第六年为3.0%。
110073,国投转债,600061,国投资本,AAA,2020-07-24 00:00:00,80.0,0.05041538,2020-08-20 00:00:00,2026-07-24 00:00:00,6,第一年0.2%、第二年0.4%、第三年0.6%、第四年0.8%、第五年1.5%、第六年2.0%。
128122,兴森转债,002436,兴森科技,AA,2020-07-23 00:00:00,2.689,0.0017141879,2020-08-17 00:00:00,2025-07-23 00:00:00,5,票面利率:本次发行的可转债票面利率第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年2.00%。
113037,紫银转债,601860,紫金银行,AA+,2020-07-23 00:00:00,45.0,0.03710734,2020-08-17 00:00:00,2026-07-23 00:00:00,6,票面利率:第一年0.2%、第二年0.6%、第三年1.2%、第四年1.8%、第五年2.0%、第六年2.5%。
123061,航新转债,300424,航新科技,A-,2020-07-22 00:00:00,2.5,0.0016303342,2020-08-18 00:00:00,2026-07-22 00:00:00,6,"第一年为0.5%,第二年为0.8%,第三年为1.2%,第四年为1.8%,第五年为2.5%,第六年为3.0%。"
123060,苏试转债,300416,苏试试验,AA-,2020-07-21 00:00:00,3.1,0.0014857201,2020-08-17 00:00:00,2023-01-13 00:00:00,2.4822,"第一年0.40%,第二年0.70%,第三年1.00%,第四年1.50%,第五年2.00%,第六年2.50%。"
113595,花王转债,603007,*ST花王,B-,2020-07-21 00:00:00,3.3,0.00334131,2020-08-18 00:00:00,2024-02-27 00:00:00,3.6055,"本次发行的可转债票面利率第一年0.5%,第二年0.8%,第三年1.0%,第四年1.5%,第五年2.5%,第六年3.0%。"
113594,淳中转债,603516,淳中科技,A+,2020-07-21 00:00:00,3.0,0.00083065,2020-08-28 00:00:00,2024-04-12 00:00:00,3.7288,"第一年0.5%,第二年0.7%,第三年1.2%,第四年1.80%,第五年2.2%,第六年2.8%。"
113593,沪工转债,603131,上海沪工,A,2020-07-20 00:00:00,4.0,0.00238234,2020-08-10 00:00:00,2026-07-20 00:00:00,6,第一年0.40%、第二年0.60%、第三年1.20%、第四年2.00%、第五年2.40%、第六年2.80%。
127020,中金转债,000060,中金岭南,AA+,2020-07-20 00:00:00,38.0,0.0222914863,2020-08-14 00:00:00,2026-07-20 00:00:00,6,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.00%、第五年1.50%、第六年2.00%。
128120,联诚转债,002921,联诚精密,A,2020-07-17 00:00:00,2.6,0.0011654962,2020-08-17 00:00:00,2025-08-18 00:00:00,5.0904,本次发行的可转债票面利率第一年0.5%、第二年0.7%、第三年1.2%、第四年1.8%、第五年2.2%、第六年2.5%。
128121,宏川转债,002930,宏川智慧,AA-,2020-07-17 00:00:00,6.7,0.0022019837,2020-08-07 00:00:00,2026-07-17 00:00:00,6,第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
123059,银信转债,300231,银信科技,AA-,2020-07-15 00:00:00,3.914,0.002804547,2020-08-12 00:00:00,2026-07-15 00:00:00,6,第一年0.4%、第二年0.7%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.5%。
127019,国城转债,000688,国城矿业,A+,2020-07-15 00:00:00,8.5,0.0017374588,2020-08-10 00:00:00,2026-07-15 00:00:00,6,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123058,欣旺转债,300207,欣旺达,AA,2020-07-14 00:00:00,11.2,0.0063610473,2020-08-07 00:00:00,2021-07-06 00:00:00,0.9781,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
128119,龙大转债,002726,龙大美食,A+,2020-07-13 00:00:00,9.5,0.0033538774,2020-08-07 00:00:00,2026-07-13 00:00:00,6,第一年0.30%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
110071,湖盐转债,600929,雪天盐业,AA,2020-07-10 00:00:00,7.2,0.00241531,2020-07-31 00:00:00,2022-07-07 00:00:00,1.9918,第一年为0.3%、第二年为0.6%、第三年为1.0%、第四年为1.5%、第五年为1.8%、第六年为2.0%。
113592,安20转债,603345,安井食品,AA,2020-07-08 00:00:00,9.0,0.00244472,2020-07-31 00:00:00,2021-03-08 00:00:00,0.6658,第一年0.3%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
113036,宁建转债,601789,宁波建工,AA,2020-07-06 00:00:00,5.4,0.00252691,2020-08-06 00:00:00,2022-04-12 00:00:00,1.7644,"本次发行的可转债票面利率第一年0.4%,第二年0.6%,第三年1.0%,第四年1.5%,第五年1.8%,第六年2.0%。"
128117,道恩转债,002838,道恩股份,AA-,2020-07-02 00:00:00,3.6,0.001108956,2020-07-20 00:00:00,2025-05-13 00:00:00,4.8658,第一年0.4%、第二年0.6%、第三年1%、第四年1.5%、第五年2%、第六年3%。
128118,瀛通转债,002861,瀛通通讯,A+,2020-07-02 00:00:00,3.0,0.0008764212,2020-08-05 00:00:00,2024-12-19 00:00:00,4.4685,票面利率:第一年0.4%、第二年0.7%、第三年1.2%、第四年1.8%、第五年3.0%、第六年3.5%。
113591,胜达转债,603687,大胜达,AA-,2020-07-01 00:00:00,5.5,0.00251037,2020-07-23 00:00:00,2023-12-27 00:00:00,3.4904,第一年0.50%、第二年0.70%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
123057,美联转债,300586,美联新材,AA-,2020-07-01 00:00:00,2.0674,0.0007922256,2020-07-27 00:00:00,2023-04-13 00:00:00,2.7836,"第一年为0.4%,第二年为0.8%,第三年为1.0%,第四年为1.5%,第五年为2.5%,第六年为3.0%。"
127018,本钢转债,000761,本钢板材,AAA,2020-06-29 00:00:00,68.0,0.0925101034,2020-08-04 00:00:00,2026-06-29 00:00:00,6,"票面利率:第一年为0.6%,第二年为0.8%,第三年为1.5%,第四年为2.9%,第五年为3.8%,第六年为5.0%。"
113590,海容转债,603187,海容冷链,AA-,2020-06-29 00:00:00,5.00127,0.00163561,2020-07-27 00:00:00,2021-03-08 00:00:00,0.6904,第一年0.40%、第二年0.70%、第三年1.00%、第四年1.50%、第五年2.00%、第六年2.50%。
128116,瑞达转债,002961,瑞达期货,AA,2020-06-29 00:00:00,6.5,0.0006328567,2020-07-24 00:00:00,2026-06-29 00:00:00,6,第一年0.4%、第二年0.5%、第三年1.0%、第四年1.5%、第五年1.9%、第六年2.0%。
128115,巨星转债,002444,巨星科技,AA,2020-06-24 00:00:00,9.726,0.0037931761,2020-07-16 00:00:00,2021-02-24 00:00:00,0.6712,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113589,天创转债,603608,天创时尚,A-,2020-06-24 00:00:00,6.0,0.00446376,2020-07-16 00:00:00,2026-06-24 00:00:00,6,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123056,雪榕转债,300511,雪榕生物,A,2020-06-24 00:00:00,5.85,0.0039153186,2020-07-24 00:00:00,2026-06-24 00:00:00,6,第一年0.4%、第二年0.7%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.0%。
123055,晨光转债,300138,晨光生物,AA-,2020-06-17 00:00:00,6.3,0.0033685891,2020-07-13 00:00:00,2021-02-25 00:00:00,0.6932,第一年0.5%、第二年0.8%、第三年1.0%、第四年1.5%、第五年2.5%、第六年3.0%。
113588,润达转债,603108,润达医疗,AA,2020-06-17 00:00:00,5.5,0.00362828,2020-07-13 00:00:00,2026-06-17 00:00:00,6,第一年0.3%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
128114,正邦转债,002157,正邦科技,CC,2020-06-17 00:00:00,16.0,0.0074796201,2020-07-15 00:00:00,2023-07-20 00:00:00,3.0904,"第一年0.4%,第二年0.6%,第三年1%,第四年1.5%,第五年1.8%,第六年2%。"
113587,泛微转债,603039,泛微网络,AA-,2020-06-15 00:00:00,3.16,0.00058595,2020-07-14 00:00:00,2021-02-23 00:00:00,0.6932,第一年0.5%、第二年0.8%、第三年1%、第四年1.5%、第五年2.5%、第六年3%。
128113,比音转债,002832,比音勒芬,AA,2020-06-15 00:00:00,6.89,0.0017055504,2020-07-15 00:00:00,2022-02-23 00:00:00,1.6932,"第一年为0.4%,第二年为0.6%,第三年为1.0%,第四年为1.5%,第五年为1.8%,第六年为2.0%。"
128112,歌尔转2,002241,歌尔股份,AA+,2020-06-12 00:00:00,40.0,0.0206728346,2020-07-13 00:00:00,2021-03-03 00:00:00,0.7233,第一年0.20%、第二年0.40%、第三年0.60%、第四年1.50%、第五年1.80%、第六年2.00%。
128111,中矿转债,002738,中矿资源,AA-,2020-06-11 00:00:00,8.0,0.0042105817,2020-07-07 00:00:00,2023-11-09 00:00:00,3.4137,第一年0.50%、第二年0.70%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
123054,思特转债,300608,思特奇,AA-,2020-06-10 00:00:00,2.71,0.0020095273,2020-07-06 00:00:00,2026-06-10 00:00:00,6,第一年0.50%、第二年0.70%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
113586,上机转债,603185,弘元绿能,AA-,2020-06-09 00:00:00,6.65,0.00159549,2020-07-07 00:00:00,2021-01-20 00:00:00,0.6164,票面利率:第一年0.5%、第二年0.8%、第三年1.0%、第四年1.5%、第五年2.0%、第六年3.0%。
128110,永兴转债,002756,永兴材料,AA,2020-06-09 00:00:00,7.0,0.0018356443,2020-07-08 00:00:00,2021-02-23 00:00:00,0.7096,票面利率:第一年0.30%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113585,寿仙转债,603896,寿仙谷,AA-,2020-06-09 00:00:00,3.6,0.00106434,2020-07-07 00:00:00,2023-06-06 00:00:00,2.9918,票面利率:第一年为0.5%、第二年为0.8%、第三年为1%、第四年为1.5%、第五年为2%、第六年为2.5%。
113584,家悦转债,603708,家家悦,AA,2020-06-05 00:00:00,6.45,0.0016905,2020-06-24 00:00:00,2026-06-05 00:00:00,6,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123052,飞鹿转债,300665,飞鹿股份,A,2020-06-05 00:00:00,1.77,0.0010765106,2020-07-03 00:00:00,2025-08-11 00:00:00,5.1863,"本次发行的可转债票面利率第一年为0.5%,第二年为0.8%,第三年为1.5%,第四年为2.0%,第五年为2.5%,第六年为3.0%。"
123053,宝通转债,300031,宝通科技,AA-,2020-06-05 00:00:00,5.0,0.0033767265,2020-07-01 00:00:00,2021-12-31 00:00:00,1.5726,票面利率:第一年0.50%、第二年0.80%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.50%。
128109,楚江转债,002171,楚江新材,AA,2020-06-04 00:00:00,18.3,0.0066122152,2020-06-23 00:00:00,2025-08-14 00:00:00,5.1973,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123051,今天转债,300532,今天国际,A+,2020-06-04 00:00:00,2.8,0.0016200692,2020-06-30 00:00:00,2021-10-15 00:00:00,1.3644,"第一年为0.5%,第二年为0.8%,第三年为1.2%,第四年为1.8%,第五年为2.5%,第六年为3.0%。"
127017,万青转债,000789,万年青,AA+,2020-06-03 00:00:00,10.0,0.0055624354,2020-07-02 00:00:00,2026-06-03 00:00:00,6,"第一年为0.4%,第二年为0.6%,第三年为0.9%,第四年为1.5%,第五年为2.0%,第六年为2.3%。"
113583,益丰转债,603939,益丰药房,AA,2020-06-01 00:00:00,15.81009,0.0113806,2020-06-22 00:00:00,2021-03-05 00:00:00,0.7589,本次发行的可转债票面利率设定为:第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
128108,蓝帆转债,002382,蓝帆医疗,AA-,2020-05-28 00:00:00,31.4404,0.0194791375,2020-06-19 00:00:00,2026-05-28 00:00:00,6,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113582,火炬转债,603678,火炬电子,AA,2020-05-27 00:00:00,6.0,0.00301617,2020-06-23 00:00:00,2025-04-23 00:00:00,4.9096,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113035,福莱转债,601865,福莱特,AA,2020-05-27 00:00:00,14.5,0.00192354,2020-06-17 00:00:00,2021-02-01 00:00:00,0.6849,第一年0.4%、第二0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
113581,龙蟠转债,603906,龙蟠科技,A+,2020-04-23 00:00:00,4.0,0.0015598,2020-05-19 00:00:00,2020-12-11 00:00:00,0.6356,第一年0.50%、第二年0.80%、第三年1.80%、第四年3.00%、第五年3.50%、第六年4.00%。
113579,健友转债,603707,健友股份,AA,2020-04-23 00:00:00,5.0319,0.00089578,2020-05-22 00:00:00,2026-04-23 00:00:00,6,第一年0.3%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
113580,康隆转债,603665,康隆达,AA-,2020-04-23 00:00:00,2.0,0.00073934,2020-05-20 00:00:00,2021-11-19 00:00:00,1.5753,第一年0.40%、第二年0.80%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
128107,交科转债,002061,浙江交科,AA+,2020-04-22 00:00:00,25.0,0.0069568442,2020-05-22 00:00:00,2022-07-08 00:00:00,2.211,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113578,全筑转债,603030,全筑股份,B-,2020-04-20 00:00:00,3.84,0.00192268,2020-05-19 00:00:00,2023-11-13 00:00:00,3.5671,票面利率:第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
113573,纵横转债,603602,纵横通信,A+,2020-04-17 00:00:00,2.7,0.00149134,2020-05-22 00:00:00,2024-12-05 00:00:00,4.6384,本次发行的可转债票面利率设定为:第一年0.50%、第二年0.70%、第三年1.20%、第四年1.80%、第五年2.50%、第六年2.80%。
113577,春秋转债,603890,春秋电子,AA-,2020-04-14 00:00:00,2.4,0.0011919,2020-05-13 00:00:00,2026-04-14 00:00:00,6,第一年0.50%、第二年0.70%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.00%。
123050,聚飞转债,300303,聚飞光电,AA-,2020-04-14 00:00:00,7.046881,0.0103638504,2020-05-15 00:00:00,2024-11-29 00:00:00,4.6301,第一年0.40%、第二年0.80%、第三年1.00%、第四年1.50%、第五年2.50%、第六年3.50%。
123049,维尔转债,300190,维尔利,A-,2020-04-13 00:00:00,9.172387,0.0116420139,2020-05-12 00:00:00,2026-04-13 00:00:00,6,第一年0.50%、第二年0.80%、第三年1.20%、第四年1.80%、第五年2.50%、第六年3.00%。
110070,凌钢转债,600231,凌钢股份,AA,2020-04-13 00:00:00,4.4,0.00466624,2020-05-13 00:00:00,2026-04-13 00:00:00,6,第一年为0.4%、第二年为0.7%、第三年为1.1%、第四年为1.6%、第五年为2.0%、第六年为2.2%。
113576,起步转债,603557,ST起步,B-,2020-04-10 00:00:00,5.2,0.00829808,2020-05-07 00:00:00,2025-01-17 00:00:00,4.7753,第一年0.5%、第二年0.8%、第三年1.2%、第四年1.8%、第五年2.5%、第六年3.0%。
113034,滨化转债,601678,滨化股份,AA,2020-04-10 00:00:00,24.0,0.02050994,2020-04-30 00:00:00,2022-01-11 00:00:00,1.7562,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123048,应急转债,300527,ST应急,AA+,2020-04-10 00:00:00,8.189312,0.0187726049,2020-05-11 00:00:00,2025-08-28 00:00:00,5.3863,第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
128106,华统转债,002840,华统股份,AA,2020-04-10 00:00:00,5.5,0.0031783036,2020-05-08 00:00:00,2024-12-11 00:00:00,4.674,"第一年0.30%,第二年0.60%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.00%。"
127016,鲁泰转债,000726,鲁泰A,AA+,2020-04-09 00:00:00,14.0,0.0112659532,2020-05-13 00:00:00,2026-04-09 00:00:00,6,"第一年为0.3%,第二年为0.6%,第三年为1.0%,第四年为1.5%,第五年为1.8%,第六年为2.0%。"
128105,长集转债,002616,长青集团,AA-,2020-04-09 00:00:00,8.0,0.0020388649,2020-05-13 00:00:00,2026-04-09 00:00:00,6,"第一年0.40%,第二年0.60%,第三年1.00%,第四年1.50%,第五年1.80%,第六年2.00%。"
113575,东时转债,603377,ST东时,CCC,2020-04-09 00:00:00,4.28,0.0058705,2020-04-30 00:00:00,2026-04-09 00:00:00,6,"票面利率:第一年0.4%,第二年0.6%,第三年1.0%,第四年1.5%,第五年2.0%,第六年2.3%。"
110069,瀚蓝转债,600323,瀚蓝环境,AA+,2020-04-07 00:00:00,9.9232,0.00446687,2020-05-07 00:00:00,2021-04-28 00:00:00,1.0575,本次发行的可转债票面利率设定为:第一年0.2%、第二年0.4%、第三年0.6%、第四年0.8%、第五年1.5%、第六年2.0%。
128104,裕同转债,002831,裕同科技,AA+,2020-04-07 00:00:00,14.0,0.0044729367,2020-04-28 00:00:00,2021-01-05 00:00:00,0.7452,第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113033,利群转债,601366,利群股份,AA,2020-04-01 00:00:00,18.0,0.01910949,2020-04-21 00:00:00,2026-04-01 00:00:00,6,本次发行的可转债票面利率设定为:第一年0.40%、第二年0.60%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
113574,华体转债,603679,华体科技,A,2020-03-31 00:00:00,2.088,0.00133249,2020-04-27 00:00:00,2026-03-31 00:00:00,6,"第一年0.50%,第二年0.70%,第三年1.20%,第四年1.80%,第五年2.20%,第六年2.70%。"
128103,同德转债,002360,同德化工,A+,2020-03-26 00:00:00,1.4428,0.0022022646,2020-04-21 00:00:00,2022-03-02 00:00:00,1.9342,"第一年为0.5%,第二年为0.6%,第三年为1.2%,第四年为2.0%,第五年为2.5%,第六年为3.0%。"
110068,龙净转债,600388,龙净环保,AA+,2020-03-24 00:00:00,20.0,0.01802732,2020-04-15 00:00:00,2024-12-18 00:00:00,4.7397,票面利率:第一年0.20%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
123047,久吾转债,300631,久吾高科,A+,2020-03-20 00:00:00,2.54,0.0024346191,2020-04-17 00:00:00,2021-10-21 00:00:00,1.589,"票面利率:第一年为0.5%,第二年为0.8%,第三年为1.2%,第四年为3.0%,第五年为3.6%,第六年为4.0%。"
128102,海大转债,002311,海大集团,AA+,2020-03-19 00:00:00,28.3,0.010381484,2020-04-16 00:00:00,2020-12-23 00:00:00,0.7644,票面利率:第一年0.20%、第二年0.40%、第三年0.80%、第四年1.20%、第五年1.50%、第六年2.00%。
123046,天铁转债,300587,天铁科技,AA-,2020-03-19 00:00:00,3.99,0.006493967,2020-04-17 00:00:00,2023-10-09 00:00:00,3.5589,票面利率:第一年为0.50%、第二年为0.70%、第三年为1.00%、第四年为1.50%、第五年为2.50%、第六年为3.00%。
128101,联创转债,002036,联创电子,AA-,2020-03-16 00:00:00,3.0,0.0051125501,2020-04-13 00:00:00,2026-03-16 00:00:00,6,本次发行的可转债票面利率具体为:第一年0.30%、第二年0.50%、第三年1.00%、第四年1.50%、第五年1.80%、第六年2.00%。
128100,搜特转债,002503,*ST搜特,CC,2020-03-12 00:00:00,8.0,0.012303288,2020-04-09 00:00:00,2026-03-12 00:00:00,6,本次发行的可转债票面利率第一年0.4%、第二年0.6%、第三年1.0%、第四年1.5%、第五年1.8%、第六年2.0%。
123045,雷迪转债,300652,雷迪克,A+,2020-03-12 00:00:00,2.885,0.0051169954,2020-04-13 00:00:00,2022-09-01 00:00:00,2.474,第一年0.5%、第二年0.7%、第三年1.2%、第四年1.8%、第五年2.2%、第六年2.5%。
123044,红相转债,300427,红相股份,A-,2020-03-12 00:00:00,5.85,0.0150937243,2020-04-13 00:00:00,2024-12-03 00:00:00,4.7315,第一年0.50%、第二年0.80%、第三年1.40%、第四年1.80%、第五年3.00%、第六年3.50%。
113571,博特转债,603916,苏博特,AA-,2020-03-12 00:00:00,6.968,0.00892127,2020-04-01 00:00:00,2020-11-18 00:00:00,0.6877,本次发行的可转债票面利率具体为第一年0.50%、第二年0.80%、第三年1.00%、第四年1.50%、第五年2.00%、第六年3.00%。
110067,华安转债,600909,华安证券,AAA,2020-03-12 00:00:00,28.0,0.0227139,2020-04-09 00:00:00,2026-03-12 00:00:00,6,本次发行的可转债票面利率具体为第一年0.20%、第二年0.40%、第三年0.60%、第四年0.80%、第五年1.50%、第六年2.00%。
